text,label
"Ration shop se pura ration nahi mil raha, complaint karni hai, Deepak.",ration
"Manoj bol raha/rahi hu, ration card se naam remove karna hai.",ration
"Mera ration card address change karna hai, Deepak bol raha/rahi hu.",ration
"Mera ration card update karna hai, Arjun bol raha/rahi hu.",ration
"Ravi hu, ration card download kaise karte hain?",ration
"Mere family members ration card me add karne hai, Suresh speaking.",ration
"Mere family members ration card me add karne hai, Rajesh speaking.",ration
Ration card ka status kaise check karu? Sunita puch raha/rahi hu.,ration
"Mere family members ration card me add karne hai, Deepak speaking.",ration
"Mere family members ration card me add karne hai, Manoj speaking.",ration
"Mera old ration card kho gaya hai, duplicate kaise milega? Rahul.",ration
"Pooja bol raha/rahi hu, ration card se naam remove karna hai.",ration
"Suresh bol raha/rahi hu, ration card se naam remove karna hai.",ration
"Seema hu, mera ration card apply kiya tha par abhi tak mila nahi.",ration
"Vikas hu, ration card download kaise karte hain?",ration
"Mere family members ration card me add karne hai, Nisha speaking.",ration
"Mera ration card address change karna hai, Ravi bol raha/rahi hu.",ration
"Mere family members ration card me add karne hai, Vikas speaking.",ration
"Ration shop se pura ration nahi mil raha, complaint karni hai, Suresh.",ration
"Amit bol raha/rahi hu, ration card se naam remove karna hai.",ration
"Mera old ration card kho gaya hai, duplicate kaise milega? Kavita.",ration
"Rajesh yahan, mera ration card list me naam add nahi hua hai.",ration
"Mera ration card update karna hai, Neha bol raha/rahi hu.",ration
"Mere family members ration card me add karne hai, Priya speaking.",ration
"Mera ration card address change karna hai, Neha bol raha/rahi hu.",ration
"Mere family members ration card me add karne hai, Suresh speaking.",ration
"Ration shop se pura ration nahi mil raha, complaint karni hai, Deepak.",ration
"Mera ration card update karna hai, Sunita bol raha/rahi hu.",ration
"Manoj hu, mera ration card apply kiya tha par abhi tak mila nahi.",ration
"Mera ration card address change karna hai, Nisha bol raha/rahi hu.",ration
"Mera old ration card kho gaya hai, duplicate kaise milega? Pooja.",ration
"Arjun hu, mera ration card apply kiya tha par abhi tak mila nahi.",ration
"Pooja bol raha/rahi hu, ration card se naam remove karna hai.",ration
"Vikas hu, mera ration card apply kiya tha par abhi tak mila nahi.",ration
"Arjun hu, mera ration card apply kiya tha par abhi tak mila nahi.",ration
"Rajesh bol raha/rahi hu, ration card se naam remove karna hai.",ration
"Suresh bol raha/rahi hu, ration card se naam remove karna hai.",ration
"Pooja hu, mera ration card apply kiya tha par abhi tak mila nahi.",ration
"Nisha hu, mera ration card apply kiya tha par abhi tak mila nahi.",ration
"Mere family members ration card me add karne hai, Priya speaking.",ration
"Neha hu, mera ration card apply kiya tha par abhi tak mila nahi.",ration
"Priya hu, ration card download kaise karte hain?",ration
"Mere family members ration card me add karne hai, Rajesh speaking.",ration
"Mera ration card update karna hai, Neha bol raha/rahi hu.",ration
"Kavita yahan, mera ration card list me naam add nahi hua hai.",ration
"Arjun bol raha/rahi hu, ration card se naam remove karna hai.",ration
"Ration shop se pura ration nahi mil raha, complaint karni hai, Seema.",ration
"Ration shop se pura ration nahi mil raha, complaint karni hai, Suresh.",ration
"Karan yahan, mera ration card list me naam add nahi hua hai.",ration
Ration card ka status kaise check karu? Amit puch raha/rahi hu.,ration
"Vikas yahan, mera ration card list me naam add nahi hua hai.",ration
Ration card ka status kaise check karu? Rahul puch raha/rahi hu.,ration
"Mera ration card update karna hai, Suresh bol raha/rahi hu.",ration
"Mera ration card address change karna hai, Ritu bol raha/rahi hu.",ration
"Mera ration card update karna hai, Arjun bol raha/rahi hu.",ration
"Arjun hu, mera ration card apply kiya tha par abhi tak mila nahi.",ration
"Mera ration card update karna hai, Seema bol raha/rahi hu.",ration
"Ration shop se pura ration nahi mil raha, complaint karni hai, Rahul.",ration
"Rajesh hu, ration card download kaise karte hain?",ration
"Seema hu, mera ration card apply kiya tha par abhi tak mila nahi.",ration
"Ration shop se pura ration nahi mil raha, complaint karni hai, Sunita.",ration
"Arjun hu, mera ration card apply kiya tha par abhi tak mila nahi.",ration
Ration card ka status kaise check karu? Amit puch raha/rahi hu.,ration
Ration card ka status kaise check karu? Rajesh puch raha/rahi hu.,ration
Ration card ka status kaise check karu? Vikas puch raha/rahi hu.,ration
"Rahul yahan, mera ration card list me naam add nahi hua hai.",ration
"Mera old ration card kho gaya hai, duplicate kaise milega? Pooja.",ration
Ration card ka status kaise check karu? Sunita puch raha/rahi hu.,ration
"Mera old ration card kho gaya hai, duplicate kaise milega? Priya.",ration
"Deepak hu, mera ration card apply kiya tha par abhi tak mila nahi.",ration
"Vikas hu, mera ration card apply kiya tha par abhi tak mila nahi.",ration
"Mera ration card address change karna hai, Nisha bol raha/rahi hu.",ration
"Ration shop se pura ration nahi mil raha, complaint karni hai, Priya.",ration
"Mere family members ration card me add karne hai, Rahul speaking.",ration
"Mera ration card address change karna hai, Manoj bol raha/rahi hu.",ration
Ration card ka status kaise check karu? Arjun puch raha/rahi hu.,ration
"Ration shop se pura ration nahi mil raha, complaint karni hai, Seema.",ration
"Ration shop se pura ration nahi mil raha, complaint karni hai, Ritu.",ration
"Deepak bol raha/rahi hu, ration card se naam remove karna hai.",ration
"Deepak hu, ration card download kaise karte hain?",ration
"Ration shop se pura ration nahi mil raha, complaint karni hai, Ritu.",ration
Ration card ka status kaise check karu? Priya puch raha/rahi hu.,ration
"Karan hu, mera ration card apply kiya tha par abhi tak mila nahi.",ration
"Mera old ration card kho gaya hai, duplicate kaise milega? Manoj.",ration
Ration card ka status kaise check karu? Priya puch raha/rahi hu.,ration
"Seema bol raha/rahi hu, ration card se naam remove karna hai.",ration
"Mera old ration card kho gaya hai, duplicate kaise milega? Ravi.",ration
"Mera ration card address change karna hai, Deepak bol raha/rahi hu.",ration
"Vikas yahan, mera ration card list me naam add nahi hua hai.",ration
"Mera ration card address change karna hai, Seema bol raha/rahi hu.",ration
"Nisha hu, ration card download kaise karte hain?",ration
"Anita bol raha/rahi hu, ration card se naam remove karna hai.",ration
"Anita yahan, mera ration card list me naam add nahi hua hai.",ration
"Mera ration card address change karna hai, Priya bol raha/rahi hu.",ration
"Mera old ration card kho gaya hai, duplicate kaise milega? Karan.",ration
"Mera ration card update karna hai, Arjun bol raha/rahi hu.",ration
"Pooja bol raha/rahi hu, ration card se naam remove karna hai.",ration
"Mera ration card address change karna hai, Deepak bol raha/rahi hu.",ration
"Priya hu, ration card download kaise karte hain?",ration
"Ravi hu, ration card download kaise karte hain?",ration
"Mera old ration card kho gaya hai, duplicate kaise milega? Vikas.",ration
"Mera ration card address change karna hai, Amit bol raha/rahi hu.",ration
Ration card ka status kaise check karu? Pooja puch raha/rahi hu.,ration
"Mera ration card update karna hai, Sunita bol raha/rahi hu.",ration
"Mere family members ration card me add karne hai, Kavita speaking.",ration
"Sunita yahan, mera ration card list me naam add nahi hua hai.",ration
Ration card ka status kaise check karu? Pooja puch raha/rahi hu.,ration
"Neha hu, mera ration card apply kiya tha par abhi tak mila nahi.",ration
"Deepak yahan, mera ration card list me naam add nahi hua hai.",ration
"Kavita hu, mera ration card apply kiya tha par abhi tak mila nahi.",ration
"Meena yahan, mera ration card list me naam add nahi hua hai.",ration
"Mera ration card address change karna hai, Karan bol raha/rahi hu.",ration
"Priya hu, ration card download kaise karte hain?",ration
Ration card ka status kaise check karu? Seema puch raha/rahi hu.,ration
"Suresh hu, mera ration card apply kiya tha par abhi tak mila nahi.",ration
"Ration shop se pura ration nahi mil raha, complaint karni hai, Sunita.",ration
"Mera old ration card kho gaya hai, duplicate kaise milega? Suresh.",ration
"Mera old ration card kho gaya hai, duplicate kaise milega? Anita.",ration
"Ritu hu, ration card download kaise karte hain?",ration
"Seema hu, ration card download kaise karte hain?",ration
"Nisha hu, ration card download kaise karte hain?",ration
"Meena yahan, mera ration card list me naam add nahi hua hai.",ration
"Mere family members ration card me add karne hai, Suresh speaking.",ration
"Ration shop se pura ration nahi mil raha, complaint karni hai, Meena.",ration
"Karan hu, ration card download kaise karte hain?",ration
"Ration shop se pura ration nahi mil raha, complaint karni hai, Rajesh.",ration
"Mera ration card address change karna hai, Karan bol raha/rahi hu.",ration
"Anita hu, ration card download kaise karte hain?",ration
"Anita bol raha/rahi hu, ration card se naam remove karna hai.",ration
"Mere family members ration card me add karne hai, Rahul speaking.",ration
Ration card ka status kaise check karu? Ravi puch raha/rahi hu.,ration
"Mera old ration card kho gaya hai, duplicate kaise milega? Kavita.",ration
"Vikas bol raha/rahi hu, ration card se naam remove karna hai.",ration
"Deepak hu, ration card download kaise karte hain?",ration
"Mera ration card update karna hai, Suresh bol raha/rahi hu.",ration
"Arjun hu, mera ration card apply kiya tha par abhi tak mila nahi.",ration
"Deepak bol raha/rahi hu, ration card se naam remove karna hai.",ration
"Rahul yahan, mera ration card list me naam add nahi hua hai.",ration
"Neha hu, ration card download kaise karte hain?",ration
"Ration shop se pura ration nahi mil raha, complaint karni hai, Ritu.",ration
"Rahul bol raha/rahi hu, ration card se naam remove karna hai.",ration
"Arjun yahan, mera ration card list me naam add nahi hua hai.",ration
"Ration shop se pura ration nahi mil raha, complaint karni hai, Kavita.",ration
"Arjun yahan, mera ration card list me naam add nahi hua hai.",ration
"Mera ration card update karna hai, Pooja bol raha/rahi hu.",ration
"Mera old ration card kho gaya hai, duplicate kaise milega? Karan.",ration
"Mera old ration card kho gaya hai, duplicate kaise milega? Ravi.",ration
"Vikas hu, ration card download kaise karte hain?",ration
"Suresh hu, ration card download kaise karte hain?",ration
"Mera ration card address change karna hai, Manoj bol raha/rahi hu.",ration
"Rajesh hu, mera ration card apply kiya tha par abhi tak mila nahi.",ration
"Nisha yahan, mera ration card list me naam add nahi hua hai.",ration
"Ration shop se pura ration nahi mil raha, complaint karni hai, Manoj.",ration
"Priya yahan, mera ration card list me naam add nahi hua hai.",ration
"Deepak bol raha/rahi hu, ration card se naam remove karna hai.",ration
"Manoj yahan, mera ration card list me naam add nahi hua hai.",ration
Ration card ka status kaise check karu? Karan puch raha/rahi hu.,ration
"Mera ration card address change karna hai, Nisha bol raha/rahi hu.",ration
"Ration shop se pura ration nahi mil raha, complaint karni hai, Priya.",ration
"Kavita hu, ration card download kaise karte hain?",ration
"Mere family members ration card me add karne hai, Neha speaking.",ration
Ration card ka status kaise check karu? Rajesh puch raha/rahi hu.,ration
"Mera old ration card kho gaya hai, duplicate kaise milega? Arjun.",ration
"Vikas yahan, mera ration card list me naam add nahi hua hai.",ration
"Mera old ration card kho gaya hai, duplicate kaise milega? Rahul.",ration
"Mera ration card update karna hai, Meena bol raha/rahi hu.",ration
"Rajesh bol raha/rahi hu, ration card se naam remove karna hai.",ration
"Rahul bol raha/rahi hu, ration card se naam remove karna hai.",ration
"Amit hu, mera ration card apply kiya tha par abhi tak mila nahi.",ration
"Ration shop se pura ration nahi mil raha, complaint karni hai, Ritu.",ration
"Mera old ration card kho gaya hai, duplicate kaise milega? Rahul.",ration
"Mera ration card address change karna hai, Nisha bol raha/rahi hu.",ration
"Mera old ration card kho gaya hai, duplicate kaise milega? Deepak.",ration
"Manoj yahan, mera ration card list me naam add nahi hua hai.",ration
"Manoj hu, mera ration card apply kiya tha par abhi tak mila nahi.",ration
"Ration shop se pura ration nahi mil raha, complaint karni hai, Neha.",ration
"Karan hu, mera ration card apply kiya tha par abhi tak mila nahi.",ration
"Ration shop se pura ration nahi mil raha, complaint karni hai, Arjun.",ration
"Mera ration card update karna hai, Neha bol raha/rahi hu.",ration
"Meena hu, mera ration card apply kiya tha par abhi tak mila nahi.",ration
"Manoj yahan, mera ration card list me naam add nahi hua hai.",ration
"Suresh hu, ration card download kaise karte hain?",ration
"Mera ration card update karna hai, Ritu bol raha/rahi hu.",ration
"Mere family members ration card me add karne hai, Pooja speaking.",ration
"Mera ration card address change karna hai, Amit bol raha/rahi hu.",ration
"Meena bol raha/rahi hu, ration card se naam remove karna hai.",ration
"Vikas bol raha/rahi hu, ration card se naam remove karna hai.",ration
"Neha hu, mera ration card apply kiya tha par abhi tak mila nahi.",ration
"Mera ration card update karna hai, Suresh bol raha/rahi hu.",ration
"Mera ration card update karna hai, Rahul bol raha/rahi hu.",ration
"Mere family members ration card me add karne hai, Ritu speaking.",ration
"Ration shop se pura ration nahi mil raha, complaint karni hai, Suresh.",ration
"Mere family members ration card me add karne hai, Seema speaking.",ration
"Mera ration card address change karna hai, Ravi bol raha/rahi hu.",ration
"Priya hu, ration card download kaise karte hain?",ration
"Ration shop se pura ration nahi mil raha, complaint karni hai, Rajesh.",ration
Ration card ka status kaise check karu? Rajesh puch raha/rahi hu.,ration
"Ration shop se pura ration nahi mil raha, complaint karni hai, Rahul.",ration
"Karan yahan, mera ration card list me naam add nahi hua hai.",ration
"Sunita hu, ration card download kaise karte hain?",ration
"Mera ration card address change karna hai, Sunita bol raha/rahi hu.",ration
"Vikas hu, ration card download kaise karte hain?",ration
"Mere family members ration card me add karne hai, Neha speaking.",ration
"Mere family members ration card me add karne hai, Sunita speaking.",ration
"Rajesh hu, mera ration card apply kiya tha par abhi tak mila nahi.",ration
"Deepak hu, mera ration card apply kiya tha par abhi tak mila nahi.",ration
"Mera old ration card kho gaya hai, duplicate kaise milega? Kavita.",ration
"Ration shop se pura ration nahi mil raha, complaint karni hai, Anita.",ration
"Rajesh bol raha/rahi hu, ration card se naam remove karna hai.",ration
"Karan yahan, mera ration card list me naam add nahi hua hai.",ration
"Mere family members ration card me add karne hai, Karan speaking.",ration
"Ration shop se pura ration nahi mil raha, complaint karni hai, Pooja.",ration
"Vikas bol raha/rahi hu, ration card se naam remove karna hai.",ration
Ration card ka status kaise check karu? Sunita puch raha/rahi hu.,ration
"Ravi yahan, mera ration card list me naam add nahi hua hai.",ration
"Suresh bol raha/rahi hu, ration card se naam remove karna hai.",ration
Ration card ka status kaise check karu? Pooja puch raha/rahi hu.,ration
"Mera old ration card kho gaya hai, duplicate kaise milega? Meena.",ration
"Mera ration card update karna hai, Deepak bol raha/rahi hu.",ration
"Mere family members ration card me add karne hai, Nisha speaking.",ration
"Mera ration card address change karna hai, Ritu bol raha/rahi hu.",ration
"Priya yahan, mera ration card list me naam add nahi hua hai.",ration
"Mera ration card address change karna hai, Suresh bol raha/rahi hu.",ration
"Neha yahan, mera ration card list me naam add nahi hua hai.",ration
"Priya bol raha/rahi hu, ration card se naam remove karna hai.",ration
"Suresh bol raha/rahi hu, mera health card lost ho gaya hai.",health
Ayushman Bharat card download kaise karu? Vikas puch raha/rahi hu.,health
"Manoj speaking, mera health insurance scheme ka approval pending hai.",health
"Rajesh bol raha/rahi hu, mera health card lost ho gaya hai.",health
"Rahul bol raha/rahi hu, mera health card lost ho gaya hai.",health
"Mera health scheme card apply kiya hai, update chahiye, Rajesh.",health
"Karan hu, health scheme me family member add karna hai.",health
"Kavita hu, hospital me Ayushman card accept nahi kar rahe.",health
"Mera health scheme card apply kiya hai, update chahiye, Deepak.",health
"Seema bol raha/rahi hu, Ayushman card ka status check karna hai.",health
"Meena bol raha/rahi hu, mera health card lost ho gaya hai.",health
Ayushman claim ka status kaise check kare? Pooja.,health
"Mera health scheme card apply kiya hai, update chahiye, Manoj.",health
"Mera health scheme card apply kiya hai, update chahiye, Rajesh.",health
Free health checkup scheme ke liye kaise register kare? Deepak.,health
"Karan speaking, mera health insurance scheme ka approval pending hai.",health
"Amit hu, hospital me Ayushman card accept nahi kar rahe.",health
"Amit bol raha/rahi hu, Ayushman card ka status check karna hai.",health
"Mera health scheme card apply kiya hai, update chahiye, Deepak.",health
Ayushman Bharat card download kaise karu? Sunita puch raha/rahi hu.,health
"Ritu speaking, mera health insurance scheme ka approval pending hai.",health
"Mera health scheme card apply kiya hai, update chahiye, Rajesh.",health
Ayushman claim ka status kaise check kare? Ritu.,health
Ayushman Bharat card download kaise karu? Neha puch raha/rahi hu.,health
"Mera health scheme card apply kiya hai, update chahiye, Manoj.",health
"Pooja hu, health scheme me family member add karna hai.",health
Government hospital me treatment free milega kya? Manoj.,health
"Vikas hu, health scheme me family member add karna hai.",health
"Meena bol raha/rahi hu, Ayushman card ka status check karna hai.",health
Ayushman claim ka status kaise check kare? Rahul.,health
"Ravi bol raha/rahi hu, mera health card lost ho gaya hai.",health
"Ritu bol raha/rahi hu, mera health card lost ho gaya hai.",health
Free health checkup scheme ke liye kaise register kare? Rahul.,health
"Sunita bol raha/rahi hu, Ayushman card ka status check karna hai.",health
Free health checkup scheme ke liye kaise register kare? Rajesh.,health
"Manoj bol raha/rahi hu, Ayushman card ka status check karna hai.",health
"Rahul bol raha/rahi hu, mera health card lost ho gaya hai.",health
"Nisha hu, health scheme me family member add karna hai.",health
"Rajesh hu, health scheme me family member add karna hai.",health
"Anita bol raha/rahi hu, mera health card lost ho gaya hai.",health
Government hospital me treatment free milega kya? Priya.,health
Ayushman Bharat card download kaise karu? Amit puch raha/rahi hu.,health
"Neha bol raha/rahi hu, mera health card lost ho gaya hai.",health
"Arjun bol raha/rahi hu, mera health card lost ho gaya hai.",health
"Kavita hu, hospital me Ayushman card accept nahi kar rahe.",health
"Anita bol raha/rahi hu, Ayushman card ka status check karna hai.",health
Free health checkup scheme ke liye kaise register kare? Priya.,health
Ayushman Bharat card download kaise karu? Amit puch raha/rahi hu.,health
Free health checkup scheme ke liye kaise register kare? Rahul.,health
"Deepak bol raha/rahi hu, Ayushman card ka status check karna hai.",health
Government hospital me treatment free milega kya? Seema.,health
"Mera health scheme card apply kiya hai, update chahiye, Rahul.",health
Ayushman Bharat card download kaise karu? Arjun puch raha/rahi hu.,health
"Manoj hu, hospital me Ayushman card accept nahi kar rahe.",health
Government hospital me treatment free milega kya? Deepak.,health
"Mera health scheme card apply kiya hai, update chahiye, Amit.",health
"Rahul hu, hospital me Ayushman card accept nahi kar rahe.",health
Ayushman Bharat card download kaise karu? Rahul puch raha/rahi hu.,health
"Anita hu, health scheme me family member add karna hai.",health
Ayushman claim ka status kaise check kare? Meena.,health
"Seema bol raha/rahi hu, mera health card lost ho gaya hai.",health
"Seema speaking, mera health insurance scheme ka approval pending hai.",health
"Deepak bol raha/rahi hu, Ayushman card ka status check karna hai.",health
"Deepak bol raha/rahi hu, mera health card lost ho gaya hai.",health
Ayushman claim ka status kaise check kare? Anita.,health
Ayushman Bharat card download kaise karu? Amit puch raha/rahi hu.,health
"Suresh speaking, mera health insurance scheme ka approval pending hai.",health
"Manoj hu, hospital me Ayushman card accept nahi kar rahe.",health
Ayushman claim ka status kaise check kare? Arjun.,health
"Meena speaking, mera health insurance scheme ka approval pending hai.",health
"Suresh speaking, mera health insurance scheme ka approval pending hai.",health
Free health checkup scheme ke liye kaise register kare? Sunita.,health
Ayushman Bharat card download kaise karu? Seema puch raha/rahi hu.,health
"Mera health scheme card apply kiya hai, update chahiye, Nisha.",health
Government hospital me treatment free milega kya? Kavita.,health
Ayushman Bharat card download kaise karu? Suresh puch raha/rahi hu.,health
Government hospital me treatment free milega kya? Manoj.,health
"Ritu speaking, mera health insurance scheme ka approval pending hai.",health
Government hospital me treatment free milega kya? Ravi.,health
Ayushman Bharat card download kaise karu? Meena puch raha/rahi hu.,health
Ayushman Bharat card download kaise karu? Ravi puch raha/rahi hu.,health
"Arjun speaking, mera health insurance scheme ka approval pending hai.",health
"Nisha hu, health scheme me family member add karna hai.",health
Free health checkup scheme ke liye kaise register kare? Sunita.,health
Ayushman Bharat card download kaise karu? Ritu puch raha/rahi hu.,health
Free health checkup scheme ke liye kaise register kare? Arjun.,health
"Anita bol raha/rahi hu, mera health card lost ho gaya hai.",health
"Priya bol raha/rahi hu, Ayushman card ka status check karna hai.",health
"Mera health scheme card apply kiya hai, update chahiye, Priya.",health
Ayushman Bharat card download kaise karu? Deepak puch raha/rahi hu.,health
"Mera health scheme card apply kiya hai, update chahiye, Suresh.",health
Ayushman Bharat card download kaise karu? Sunita puch raha/rahi hu.,health
"Mera health scheme card apply kiya hai, update chahiye, Anita.",health
Ayushman Bharat card download kaise karu? Manoj puch raha/rahi hu.,health
"Mera health scheme card apply kiya hai, update chahiye, Nisha.",health
"Deepak bol raha/rahi hu, mera health card lost ho gaya hai.",health
"Mera health scheme card apply kiya hai, update chahiye, Pooja.",health
Ayushman claim ka status kaise check kare? Ravi.,health
"Anita speaking, mera health insurance scheme ka approval pending hai.",health
Free health checkup scheme ke liye kaise register kare? Manoj.,health
Ayushman claim ka status kaise check kare? Anita.,health
"Amit hu, hospital me Ayushman card accept nahi kar rahe.",health
"Nisha speaking, mera health insurance scheme ka approval pending hai.",health
"Pooja speaking, mera health insurance scheme ka approval pending hai.",health
"Mera health scheme card apply kiya hai, update chahiye, Pooja.",health
Government hospital me treatment free milega kya? Neha.,health
Government hospital me treatment free milega kya? Priya.,health
Ayushman claim ka status kaise check kare? Amit.,health
"Karan bol raha/rahi hu, mera health card lost ho gaya hai.",health
"Karan hu, hospital me Ayushman card accept nahi kar rahe.",health
"Mera health scheme card apply kiya hai, update chahiye, Anita.",health
"Rahul bol raha/rahi hu, Ayushman card ka status check karna hai.",health
"Sunita hu, health scheme me family member add karna hai.",health
"Nisha speaking, mera health insurance scheme ka approval pending hai.",health
"Rajesh hu, hospital me Ayushman card accept nahi kar rahe.",health
"Kavita hu, health scheme me family member add karna hai.",health
"Kavita bol raha/rahi hu, Ayushman card ka status check karna hai.",health
"Priya hu, health scheme me family member add karna hai.",health
"Rahul bol raha/rahi hu, Ayushman card ka status check karna hai.",health
"Ritu bol raha/rahi hu, mera health card lost ho gaya hai.",health
"Neha speaking, mera health insurance scheme ka approval pending hai.",health
"Anita speaking, mera health insurance scheme ka approval pending hai.",health
"Vikas hu, hospital me Ayushman card accept nahi kar rahe.",health
"Mera health scheme card apply kiya hai, update chahiye, Meena.",health
Ayushman claim ka status kaise check kare? Manoj.,health
"Pooja bol raha/rahi hu, mera health card lost ho gaya hai.",health
"Nisha speaking, mera health insurance scheme ka approval pending hai.",health
"Mera health scheme card apply kiya hai, update chahiye, Kavita.",health
"Ritu hu, health scheme me family member add karna hai.",health
Ayushman Bharat card download kaise karu? Ravi puch raha/rahi hu.,health
"Manoj hu, hospital me Ayushman card accept nahi kar rahe.",health
Ayushman Bharat card download kaise karu? Ravi puch raha/rahi hu.,health
Ayushman Bharat card download kaise karu? Kavita puch raha/rahi hu.,health
"Mera health scheme card apply kiya hai, update chahiye, Ritu.",health
"Anita hu, hospital me Ayushman card accept nahi kar rahe.",health
"Rajesh hu, hospital me Ayushman card accept nahi kar rahe.",health
"Ravi hu, hospital me Ayushman card accept nahi kar rahe.",health
"Sunita hu, health scheme me family member add karna hai.",health
"Sunita hu, health scheme me family member add karna hai.",health
"Nisha bol raha/rahi hu, mera health card lost ho gaya hai.",health
Free health checkup scheme ke liye kaise register kare? Deepak.,health
"Nisha hu, health scheme me family member add karna hai.",health
"Rajesh hu, hospital me Ayushman card accept nahi kar rahe.",health
Ayushman claim ka status kaise check kare? Karan.,health
Ayushman claim ka status kaise check kare? Deepak.,health
Free health checkup scheme ke liye kaise register kare? Pooja.,health
"Mera health scheme card apply kiya hai, update chahiye, Arjun.",health
"Seema bol raha/rahi hu, mera health card lost ho gaya hai.",health
"Deepak bol raha/rahi hu, Ayushman card ka status check karna hai.",health
Government hospital me treatment free milega kya? Pooja.,health
"Priya bol raha/rahi hu, Ayushman card ka status check karna hai.",health
Ayushman claim ka status kaise check kare? Amit.,health
"Arjun bol raha/rahi hu, mera health card lost ho gaya hai.",health
"Meena hu, hospital me Ayushman card accept nahi kar rahe.",health
Ayushman claim ka status kaise check kare? Pooja.,health
"Kavita bol raha/rahi hu, Ayushman card ka status check karna hai.",health
"Mera health scheme card apply kiya hai, update chahiye, Pooja.",health
"Mera health scheme card apply kiya hai, update chahiye, Rajesh.",health
"Mera health scheme card apply kiya hai, update chahiye, Pooja.",health
"Seema hu, health scheme me family member add karna hai.",health
"Suresh hu, hospital me Ayushman card accept nahi kar rahe.",health
"Sunita bol raha/rahi hu, Ayushman card ka status check karna hai.",health
"Nisha bol raha/rahi hu, Ayushman card ka status check karna hai.",health
Ayushman claim ka status kaise check kare? Rajesh.,health
"Ravi hu, hospital me Ayushman card accept nahi kar rahe.",health
"Vikas hu, health scheme me family member add karna hai.",health
Government hospital me treatment free milega kya? Rahul.,health
Free health checkup scheme ke liye kaise register kare? Sunita.,health
"Amit hu, health scheme me family member add karna hai.",health
"Kavita hu, health scheme me family member add karna hai.",health
"Arjun bol raha/rahi hu, mera health card lost ho gaya hai.",health
"Mera health scheme card apply kiya hai, update chahiye, Amit.",health
"Arjun bol raha/rahi hu, Ayushman card ka status check karna hai.",health
"Meena bol raha/rahi hu, mera health card lost ho gaya hai.",health
"Ritu bol raha/rahi hu, mera health card lost ho gaya hai.",health
"Neha hu, hospital me Ayushman card accept nahi kar rahe.",health
"Anita hu, hospital me Ayushman card accept nahi kar rahe.",health
Free health checkup scheme ke liye kaise register kare? Pooja.,health
"Manoj bol raha/rahi hu, mera health card lost ho gaya hai.",health
Government hospital me treatment free milega kya? Anita.,health
"Pooja bol raha/rahi hu, mera health card lost ho gaya hai.",health
"Sunita speaking, mera health insurance scheme ka approval pending hai.",health
Ayushman Bharat card download kaise karu? Vikas puch raha/rahi hu.,health
"Mera health scheme card apply kiya hai, update chahiye, Ravi.",health
"Amit hu, hospital me Ayushman card accept nahi kar rahe.",health
"Rahul speaking, mera health insurance scheme ka approval pending hai.",health
Free health checkup scheme ke liye kaise register kare? Karan.,health
"Vikas hu, health scheme me family member add karna hai.",health
Ayushman Bharat card download kaise karu? Rajesh puch raha/rahi hu.,health
"Mera health scheme card apply kiya hai, update chahiye, Meena.",health
"Arjun bol raha/rahi hu, Ayushman card ka status check karna hai.",health
"Vikas bol raha/rahi hu, Ayushman card ka status check karna hai.",health
"Suresh hu, health scheme me family member add karna hai.",health
Free health checkup scheme ke liye kaise register kare? Pooja.,health
Ayushman claim ka status kaise check kare? Rajesh.,health
Free health checkup scheme ke liye kaise register kare? Suresh.,health
"Anita hu, hospital me Ayushman card accept nahi kar rahe.",health
"Anita speaking, mera health insurance scheme ka approval pending hai.",health
Ayushman claim ka status kaise check kare? Manoj.,health
"Seema hu, hospital me Ayushman card accept nahi kar rahe.",health
Ayushman Bharat card download kaise karu? Ritu puch raha/rahi hu.,health
"Amit hu, hospital me Ayushman card accept nahi kar rahe.",health
Free health checkup scheme ke liye kaise register kare? Seema.,health
"Rahul hu, hospital me Ayushman card accept nahi kar rahe.",health
Free health checkup scheme ke liye kaise register kare? Rajesh.,health
Ayushman claim ka status kaise check kare? Vikas.,health
"Meena bol raha/rahi hu, Ayushman card ka status check karna hai.",health
Ayushman Bharat card download kaise karu? Sunita puch raha/rahi hu.,health
"Arjun hu, hospital me Ayushman card accept nahi kar rahe.",health
Free health checkup scheme ke liye kaise register kare? Seema.,health
"Mera health scheme card apply kiya hai, update chahiye, Anita.",health
"Anita speaking, mera health insurance scheme ka approval pending hai.",health
"Ritu hu, health scheme me family member add karna hai.",health
"Meena bol raha/rahi hu, Ayushman card ka status check karna hai.",health
"Mera health scheme card apply kiya hai, update chahiye, Anita.",health
"Karan speaking, mera health insurance scheme ka approval pending hai.",health
"Mera health scheme card apply kiya hai, update chahiye, Amit.",health
"Kavita bol raha/rahi hu, Ayushman card ka status check karna hai.",health
"Ravi speaking, mera health insurance scheme ka approval pending hai.",health
Ayushman Bharat card download kaise karu? Deepak puch raha/rahi hu.,health
"Kavita hu, health scheme me family member add karna hai.",health
Government hospital me treatment free milega kya? Suresh.,health
"Deepak bol raha/rahi hu, Ayushman card ka status check karna hai.",health
"Mera health scheme card apply kiya hai, update chahiye, Priya.",health
"Nisha hu, health scheme me family member add karna hai.",health
"Pooja hu, health scheme me family member add karna hai.",health
"Meena hu, hospital me Ayushman card accept nahi kar rahe.",health
Ayushman claim ka status kaise check kare? Rahul.,health
